transaction_id,date,ministry,vendor_id,vendor_name,category,amount,payment_terms_days,procurement_method,contract_description,_planted_pattern 
T-07775,2024-05-06,Ministry of Digital Affairs,V-162,Trident Diagnostics,Medical equipment,12300,90,Open tender,diagnostic kits — Q2 — south wing,
T-07776,2024-12-20,Ministry of Digital Affairs,V-089,Cascade Works,Construction,194200,60,Limited tender,site preparation — phase 1,
T-07777,2025-01-08,Ministry of Digital Affairs,V-143,Ember Builders,Construction,115400,60,Open tender,structural repairs — Q4 — west wing,
T-07778,2025-02-11,Ministry of Justice,V-017,Drift Works,Construction,39200,14,Simplified,structural repairs — Q1 — north wing,
T-07779,2025-02-04,Ministry of Transport,V-080,Apex Advisory,Consulting,71300,60,Limited tender,strategy advisory — framework lot A,
T-07780,2024-08-06,Ministry of Education,V-009,Ivory Movers,Transport,27000,30,Open tender,logistics services — Q4 — west wing,
T-07781,2024-02-23,Ministry of Transport,V-056,Keystone Distributors,Office supplies,9000,30,Simplified,paper and toner order — phase 1,
T-07782,2025-02-17,Ministry of Public Works,V-161,Helios Office Group,Office supplies,7900,30,Limited tender,printer cartridges — Q3 — east wing,
T-07783,2025-12-27,Ministry of Digital Affairs,V-020,Kelvin Stationery,Office supplies,12900,30,Open tender,stationery resupply — Q3 — east wing,
T-07784,2025-11-29,Ministry of Public Works,V-165,Lumen Cargo,Transport,37700,60,Limited tender,fuel supply — framework lot A,
T-07785,2025-09-26,Ministry of Health,V-069,Cascade Medical,Medical equipment,43900,45,Limited tender,surgical instruments — phase 2,
T-07786,2024-06-07,Ministry of Education,V-006,Fortis Builders,Construction,59300,30,Open tender,office renovation — Q4 — west wing,
T-07787,2024-03-28,Ministry of Transport,V-037,Drift Transport,Transport,19000,60,Limited tender,delivery contract — annual contract,
T-07788,2025-11-07,Ministry of Digital Affairs,V-021,Evergreen Logistics,Transport,31000,30,Limited tender,vehicle leasing — Q2 — south wing,
T-07789,2024-08-12,Ministry of Transport,V-157,Bluefin Logistics,Transport,21400,14,Limited tender,logistics services — Q1 — north wing,
T-07790,2025-06-22,Ministry of Public Works,V-109,Unity Systems,IT services,15000,60,Open tender,support contract — annual contract,
T-07791,2024-12-12,Ministry of Justice,V-042,Indigo Solutions,IT services,15900,30,Simplified,endpoint refresh — framework lot A,
T-07792,2025-04-14,Ministry of Education,V-119,Harbor Logistics,Transport,26200,30,Open tender,fleet maintenance — Q4 — west wing,
T-07793,2024-08-06,Ministry of Public Works,V-178,Yara Digital,IT services,49800,14,Open tender,network upgrade — Q1 — north wing,
T-07794,2024-06-24,Ministry of Health,V-171,Fortis MedTech,Medical equipment,37500,30,Simplified,diagnostic kits — Q3 — east wing,
T-07795,2025-07-27,Ministry of Digital Affairs,V-166,Junction Medical,Medical equipment,15800,45,Open tender,ICU monitors — phase 1,
T-07796,2024-02-03,Ministry of Education,V-087,Bluefin Systems,IT services,41600,60,Limited tender,cloud migration — Q1 — north wing,
T-07797,2024-07-12,Ministry of Health,V-057,Acme Care,Medical equipment,61600,30,Open tender,surgical instruments — phase 1,
T-07798,2025-02-18,Ministry of Digital Affairs,V-109,Unity Systems,IT services,37900,30,Limited tender,support contract — Q2 — south wing,
T-07799,2025-01-12,Ministry of Digital Affairs,V-169,Unity Movers,Transport,47400,30,Limited tender,vehicle leasing — framework lot B,
T-07800,2024-04-29,Ministry of Education,V-125,Forge Software,IT services,16800,30,Open tender,cloud migration — Q4 — west wing,
T-07801,2024-12-05,Ministry of Public Works,V-185,Mosaic MedTech,Medical equipment,34400,30,Limited tender,imaging consumables — framework lot A,
T-07802,2025-12-01,Ministry of Digital Affairs,V-007,Glacier Solutions,IT services,25100,30,Limited tender,network upgrade — framework lot B,
T-07803,2024-05-31,Ministry of Digital Affairs,V-095,Drift Office Group,Office supplies,10800,30,Limited tender,printer cartridges — phase 2,
T-07804,2025-11-23,Ministry of Public Works,V-055,Meridian Health Systems,Medical equipment,20600,45,Limited tender,ICU monitors — Q4 — west wing,
T-07805,2025-10-13,Ministry of Education,V-005,Bluefin Medical,Medical equipment,150800,30,Open tender,ICU monitors — framework lot A,
T-07806,2025-02-13,Ministry of Public Works,V-095,Drift Office Group,Office supplies,17400,30,Limited tender,stationery resupply — Q4 — west wing,
T-07807,2025-12-30,Ministry of Transport,V-178,Yara Digital,IT services,48000,14,Open tender,endpoint refresh — phase 2,
T-07808,2025-09-14,Ministry of Justice,V-190,Cascade Consulting,Consulting,14300,14,Limited tender,process review — annual contract,
T-07809,2025-02-22,Ministry of Public Works,V-109,Unity Systems,IT services,12100,30,Open tender,network upgrade — Q1 — north wing,
T-07810,2025-01-25,Ministry of Health,V-052,Acme Partners,IT services,17300,90,Open tender,network upgrade — Q2 — south wing,
T-07811,2025-09-04,Ministry of Digital Affairs,V-016,Mosaic Office Group,Office supplies,9100,30,Simplified,desk and shelving — annual contract,
T-07812,2025-08-17,Ministry of Justice,V-070,Orion Tech,IT services,23600,30,Limited tender,support contract — annual contract,
T-07813,2025-09-25,Ministry of Digital Affairs,V-157,Bluefin Logistics,Transport,7900,60,Simplified,fuel supply — Q4 — west wing,
T-07814,2025-11-14,Ministry of Public Works,V-063,Indigo Health Systems,Medical equipment,25700,30,Open tender,imaging consumables — framework lot B,
T-07815,2025-06-27,Ministry of Justice,V-054,Trident Works,Construction,19200,30,Open tender,site preparation — phase 2,
T-07816,2025-06-21,Ministry of Digital Affairs,V-132,Xenon Works,Construction,36600,30,Limited tender,roof refurbishment — framework lot B,
T-07817,2025-09-19,Ministry of Education,V-027,Rivera Logistics,Transport,13900,30,Limited tender,fuel supply — phase 2,
T-07818,2024-03-21,Ministry of Digital Affairs,V-010,Cascade Solutions,IT services,55200,30,Limited tender,support contract — Q4 — west wing,
T-07819,2024-11-25,Ministry of Transport,V-123,Rivera Freight,Transport,39700,45,Limited tender,fuel supply — Q2 — south wing,
T-07820,2024-09-30,Ministry of Transport,V-149,Ivory Partners,Consulting,8700,60,Simplified,transformation programme — annual contract,
T-07821,2025-08-21,Ministry of Education,V-008,Junction Builders,Construction,166300,60,Limited tender,facade works — phase 2,
T-07822,2025-12-20,Ministry of Education,V-015,Granite Partners,Consulting,30800,90,Limited tender,compliance audit — annual contract,
T-07823,2024-02-04,Ministry of Public Works,V-048,Junction Supplies,Office supplies,6400,30,Limited tender,printer cartridges — framework lot A,
T-07824,2025-10-16,Ministry of Digital Affairs,V-199,BetaTech Care,Medical equipment,52300,30,Open tender,diagnostic kits — framework lot A,
T-07825,2024-11-28,Ministry of Transport,V-020,Kelvin Stationery,Office supplies,11600,30,Limited tender,desk and shelving — framework lot A,
T-07826,2024-02-12,Ministry of Justice,V-068,Xenon Strategy,Consulting,14800,45,Limited tender,process review — Q4 — west wing,
T-07827,2024-08-10,Ministry of Digital Affairs,V-009,Ivory Movers,Transport,106200,30,Open tender,logistics services — Q3 — east wing,
T-07828,2024-07-12,Ministry of Education,V-066,Bluefin Health Systems,Medical equipment,27400,45,Limited tender,diagnostic kits — phase 1,
T-07829,2025-09-21,Ministry of Health,V-143,Ember Builders,Construction,136000,30,Open tender,facade works — framework lot B,
T-07830,2024-10-21,Ministry of Public Works,V-071,BetaTech Distributors,Office supplies,28200,30,Limited tender,printer cartridges — Q2 — south wing,
T-07831,2024-05-21,Ministry of Transport,V-055,Meridian Health Systems,Medical equipment,76300,30,Open tender,surgical instruments — Q3 — east wing,
T-07832,2025-11-07,Ministry of Transport,V-068,Xenon Strategy,Consulting,26800,30,Open tender,compliance audit — Q3 — east wing,
T-07833,2024-08-07,Ministry of Public Works,V-102,Mosaic Construction,Construction,109200,14,Open tender,site preparation — framework lot B,
T-07834,2025-11-24,Ministry of Digital Affairs,V-174,Meridian Systems,IT services,19800,30,Open tender,endpoint refresh — framework lot B,
T-07835,2025-10-05,Ministry of Justice,V-199,BetaTech Care,Medical equipment,30000,30,Limited tender,imaging consumables — annual contract,
T-07836,2025-06-17,Ministry of Digital Affairs,V-112,Evergreen Supplies,Office supplies,5300,30,Limited tender,stationery resupply — phase 2,
T-07837,2024-12-01,Ministry of Justice,V-177,Apex Group,Consulting,21300,60,Limited tender,strategy advisory — phase 1,
T-07838,2025-05-31,Ministry of Justice,V-129,Bluefin Solutions,IT services,62400,30,Open tender,network upgrade — phase 2,
T-07839,2024-10-15,Ministry of Education,V-070,Orion Tech,IT services,28700,45,Limited tender,network upgrade — phase 1,
T-07840,2024-01-29,Ministry of Public Works,V-159,Bluefin Supplies,Office supplies,8800,14,Simplified,desk and shelving — framework lot A,
T-07841,2025-01-21,Ministry of Transport,V-117,Xenon Software,IT services,60500,30,Open tender,network upgrade — Q2 — south wing,
T-07842,2025-09-06,Ministry of Education,V-194,Orion Digital,Consulting,13700,14,Limited tender,compliance audit — Q1 — north wing,
T-07843,2025-12-31,Ministry of Public Works,V-035,Kelvin Software,IT services,28400,14,Limited tender,network upgrade — framework lot A,
T-07844,2024-03-23,Ministry of Justice,V-196,Vertex Group,Consulting,28500,30,Limited tender,strategy advisory — phase 2,
T-07845,2025-04-04,Ministry of Digital Affairs,V-028,Keystone Care,Medical equipment,17800,30,Limited tender,imaging consumables — Q1 — north wing,
T-07846,2024-03-30,Ministry of Health,V-030,Yara Partners,IT services,18300,90,Limited tender,network upgrade — phase 2,
T-07847,2024-10-13,Ministry of Justice,V-002,Rivera Transport,Transport,18100,60,Limited tender,fleet maintenance — phase 2,
T-07848,2025-03-03,Ministry of Education,V-094,Acme Strategy,Consulting,5100,60,Limited tender,transformation programme — Q3 — east wing,
T-07849,2024-03-19,Ministry of Public Works,V-037,Drift Transport,Transport,32500,30,Limited tender,vehicle leasing — Q3 — east wing,
T-07850,2025-01-10,Ministry of Justice,V-055,Meridian Health Systems,Medical equipment,15700,45,Limited tender,imaging consumables — phase 1,
T-07851,2024-02-19,Ministry of Justice,V-072,Orion Care,Medical equipment,19100,60,Limited tender,imaging consumables — phase 2,
T-07852,2024-08-07,Ministry of Education,V-168,Legacy Group,Consulting,32700,30,Limited tender,process review — Q1 — north wing,
T-07853,2024-09-03,Ministry of Justice,V-062,Forge Logistics,Transport,21300,30,Limited tender,fleet maintenance — framework lot A,
T-07854,2024-04-01,Ministry of Justice,V-004,Ivory Logistics,Transport,5500,45,Simplified,vehicle leasing — Q2 — south wing,
T-07855,2024-03-23,Ministry of Health,V-004,Ivory Logistics,Transport,8300,30,Limited tender,fleet maintenance — Q3 — east wing,
T-07856,2025-05-16,Ministry of Justice,V-133,Juno Diagnostics,Medical equipment,39200,45,Limited tender,MRI maintenance — Q2 — south wing,
T-07857,2024-06-22,Ministry of Justice,V-117,Xenon Software,IT services,32600,30,Simplified,support contract — Q4 — west wing,
T-07858,2025-06-30,Ministry of Public Works,V-136,Granite Freight,Transport,12800,30,Limited tender,delivery contract — annual contract,
T-07859,2024-11-06,Ministry of Digital Affairs,V-035,Kelvin Software,IT services,14100,30,Simplified,ERP rollout — framework lot B,
T-07860,2024-06-24,Ministry of Health,V-074,Delta Transport,Transport,36000,30,Limited tender,vehicle leasing — annual contract,
T-07861,2025-05-02,Ministry of Health,V-014,Granite Supplies,Office supplies,31100,30,Limited tender,ergonomic chairs batch — annual contract,
T-07862,2025-05-01,Ministry of Justice,V-014,Granite Supplies,Office supplies,12500,30,Open tender,desk and shelving — annual contract,
T-07863,2025-12-14,Ministry of Transport,V-084,Zenith Contracting,Construction,77800,14,Limited tender,structural repairs — Q1 — north wing,
T-07864,2025-10-26,Ministry of Public Works,V-153,Westwind Partners,Consulting,13700,60,Limited tender,risk assessment — phase 1,
T-07865,2025-03-22,Ministry of Digital Affairs,V-118,Trident Solutions,IT services,31700,60,Open tender,cloud migration — phase 2,
T-07866,2025-08-29,Ministry of Transport,V-065,Quanta Solutions,IT services,12200,30,Limited tender,network upgrade — annual contract,
T-07867,2025-01-18,Ministry of Health,V-040,Legacy Trading,Office supplies,32100,60,Open tender,stationery resupply — annual contract,
T-07868,2025-01-30,Ministry of Public Works,V-002,Rivera Transport,Transport,57400,30,Single-source,fleet maintenance — phase 2,
T-07869,2025-05-26,Ministry of Digital Affairs,V-003,Indigo Tech,IT services,11200,60,Limited tender,ERP rollout — phase 2,
T-07870,2024-06-05,Ministry of Public Works,V-014,Granite Supplies,Office supplies,5600,60,Simplified,paper and toner order — phase 2,
T-07871,2024-08-07,Ministry of Digital Affairs,V-008,Junction Builders,Transport,14500,60,Open tender,vehicle leasing — framework lot A,
T-07872,2025-04-22,Ministry of Public Works,V-110,Zenith Stationery,Office supplies,17200,30,Limited tender,desk and shelving — Q4 — west wing,
T-07873,2024-02-11,Ministry of Education,V-150,Helios Contracting,Construction,78200,30,Open tender,roof refurbishment — Q3 — east wing,
T-07874,2024-11-15,Ministry of Education,V-146,Meridian Engineering,Construction,19500,30,Limited tender,office renovation — annual contract,
T-07875,2025-01-27,Ministry of Transport,V-005,Bluefin Medical,Medical equipment,45400,30,Limited tender,surgical instruments — Q2 — south wing,
T-07876,2024-10-08,Ministry of Digital Affairs,V-196,Vertex Group,Consulting,26200,30,Limited tender,process review — Q3 — east wing,
T-07877,2024-06-10,Ministry of Education,V-021,Evergreen Logistics,Transport,11200,30,Open tender,logistics services — annual contract,
T-07878,2024-08-06,Ministry of Digital Affairs,V-196,Vertex Group,Consulting,21800,30,Limited tender,transformation programme — Q2 — south wing,
T-07879,2025-04-07,Ministry of Justice,V-057,Acme Care,Construction,93700,60,Open tender,site preparation — Q2 — south wing,
T-07880,2024-06-27,Ministry of Health,V-068,Xenon Strategy,Consulting,9900,30,Simplified,process review — phase 1,
T-07881,2025-12-01,Ministry of Justice,V-099,Delta Cargo,Transport,35200,60,Limited tender,logistics services — phase 1,
T-07882,2025-01-28,Ministry of Justice,V-163,Zenith Office Group,Office supplies,5800,30,Simplified,printer cartridges — annual contract,
T-07883,2025-03-20,Ministry of Justice,V-195,Evergreen Movers,Transport,44300,90,Open tender,fleet maintenance — Q1 — north wing,
T-07884,2025-03-27,Ministry of Transport,V-013,Juno Stationery,Office supplies,6400,30,Limited tender,ergonomic chairs batch — framework lot B,
T-07885,2025-04-27,Ministry of Health,V-030,Yara Partners,Consulting,16100,60,Open tender,strategy advisory — phase 2,
T-07886,2024-04-30,Ministry of Transport,V-070,Orion Tech,IT services,46700,30,Limited tender,network upgrade — framework lot B,
T-07887,2025-04-02,Ministry of Justice,V-028,Keystone Care,Medical equipment,208700,30,Open tender,ICU monitors — Q2 — south wing,
T-07888,2024-07-15,Ministry of Health,V-073,Acme Tech,IT services,5300,60,Open tender,endpoint refresh — Q2 — south wing,
T-07889,2024-07-13,Ministry of Digital Affairs,V-076,Glacier Builders,Construction,41600,60,Limited tender,facade works — phase 2,
T-07890,2024-09-10,Ministry of Public Works,V-065,Quanta Solutions,IT services,156700,14,Open tender,endpoint refresh — annual contract,
T-07891,2025-12-16,Ministry of Transport,V-037,Drift Transport,Transport,15800,30,Limited tender,vehicle leasing — phase 2,
T-07892,2024-03-26,Ministry of Public Works,V-171,Fortis MedTech,Medical equipment,65400,30,Limited tender,diagnostic kits — framework lot A,
T-07893,2024-04-24,Ministry of Transport,V-128,Indigo Office Group,Office supplies,6200,30,Simplified,desk and shelving — Q1 — north wing,
T-07894,2024-05-13,Ministry of Education,V-044,Juno Builders,Construction,90000,60,Open tender,site preparation — framework lot B,
T-07895,2024-02-09,Ministry of Transport,V-027,Rivera Logistics,Transport,35300,30,Limited tender,delivery contract — phase 1,
T-07896,2025-12-19,Ministry of Transport,V-158,Ivory Health Systems,Medical equipment,17300,30,Limited tender,surgical instruments — Q3 — east wing,
T-07897,2024-04-30,Ministry of Justice,V-141,Pioneer Partners,Consulting,10100,45,Limited tender,strategy advisory — phase 2,
T-07898,2024-10-26,Ministry of Digital Affairs,V-193,Fortis Health Systems,Medical equipment,66100,30,Open tender,diagnostic kits — Q2 — south wing,
T-07899,2024-08-20,Ministry of Public Works,V-174,Meridian Systems,Office supplies,13900,60,Limited tender,paper and toner order — Q3 — east wing,
T-07900,2025-09-23,Ministry of Public Works,V-125,Forge Software,IT services,24500,30,Limited tender,support contract — Q4 — west wing,
T-07901,2025-12-14,Ministry of Digital Affairs,V-115,Glacier Software,IT services,48900,45,Limited tender,cloud migration — framework lot A,
T-07902,2025-01-13,Ministry of Public Works,V-196,Vertex Group,Consulting,10000,90,Open tender,transformation programme — Q3 — east wing,
T-07903,2025-10-06,Ministry of Justice,V-044,Juno Builders,Construction,117600,30,Open tender,structural repairs — Q4 — west wing,
T-07904,2024-08-19,Ministry of Digital Affairs,V-031,Junction Transport,Transport,26800,30,Open tender,logistics services — phase 1,
T-07905,2025-05-01,Ministry of Public Works,V-004,Ivory Logistics,Transport,27100,30,Limited tender,fuel supply — framework lot A,
T-07906,2025-11-13,Ministry of Transport,V-039,Junction Cargo,Transport,10500,45,Limited tender,logistics services — phase 2,
T-07907,2024-09-12,Ministry of Public Works,V-113,Northbound Group,Consulting,14300,60,Limited tender,strategy advisory — framework lot B,
T-07908,2025-09-19,Ministry of Health,V-063,Indigo Health Systems,Medical equipment,55500,30,Open tender,imaging consumables — Q1 — north wing,
T-07909,2025-09-05,Ministry of Digital Affairs,V-153,Westwind Partners,Consulting,19400,14,Limited tender,process review — phase 1,
T-07910,2024-09-30,Ministry of Education,V-027,Rivera Logistics,Transport,10300,90,Limited tender,vehicle leasing — framework lot B,
T-07911,2024-01-18,Ministry of Health,V-065,Quanta Solutions,IT services,11600,60,Simplified,network upgrade — Q1 — north wing,
T-07912,2024-12-21,Ministry of Transport,V-167,Summit Stationery,Office supplies,10100,60,Limited tender,stationery resupply — phase 2,
T-07913,2024-06-21,Ministry of Education,V-055,Meridian Health Systems,Office supplies,7200,30,Simplified,paper and toner order — Q2 — south wing,
T-07914,2024-05-25,Ministry of Digital Affairs,V-093,Delta Advisory,Consulting,6300,30,Simplified,strategy advisory — annual contract,
T-07915,2025-02-03,Ministry of Education,V-176,Northbound Consulting,IT services,9400,30,Simplified,network upgrade — annual contract,
T-07916,2025-09-29,Ministry of Transport,V-133,Juno Diagnostics,Medical equipment,9300,14,Simplified,MRI maintenance — framework lot A,
T-07917,2025-01-15,Ministry of Justice,V-130,Helios Construction,Construction,66600,30,Open tender,structural repairs — framework lot A,
T-07918,2025-08-13,Ministry of Health,V-165,Lumen Cargo,Transport,79500,60,Single-source,vehicle leasing — phase 2,
T-07919,2024-01-03,Ministry of Transport,V-026,Westwind Stationery,Office supplies,19400,30,Open tender,desk and shelving — Q4 — west wing,
T-07920,2025-09-23,Ministry of Public Works,V-139,Lumen Digital,IT services,15900,30,Limited tender,ERP rollout — annual contract,
T-07921,2025-02-20,Ministry of Justice,V-110,Zenith Stationery,Office supplies,7500,30,Limited tender,stationery resupply — Q4 — west wing,
T-07922,2024-01-22,Ministry of Transport,V-134,Xenon Tech,IT services,17000,60,Limited tender,support contract — Q3 — east wing,
T-07923,2024-10-30,Ministry of Health,V-120,Junction Freight,Transport,5400,30,Open tender,delivery contract — Q1 — north wing,
T-07924,2024-04-13,Ministry of Transport,V-117,Xenon Software,Office supplies,19400,30,Open tender,stationery resupply — Q1 — north wing,
T-07925,2024-09-21,Ministry of Transport,V-061,Fortis Medical,Medical equipment,21700,30,Limited tender,ICU monitors — Q2 — south wing,
T-07926,2024-08-12,Ministry of Justice,V-173,Pioneer Contracting,Construction,129200,14,Open tender,roof refurbishment — Q4 — west wing,
T-07927,2025-03-28,Ministry of Public Works,V-055,Meridian Health Systems,Medical equipment,57400,30,Open tender,diagnostic kits — Q3 — east wing,
T-07928,2025-09-07,Ministry of Public Works,V-117,Xenon Software,IT services,59600,30,Open tender,support contract — phase 2,
T-07929,2025-11-23,Ministry of Public Works,V-016,Mosaic Office Group,Office supplies,11600,60,Limited tender,paper and toner order — phase 2,
T-07930,2024-04-11,Ministry of Transport,V-150,Helios Contracting,Construction,30100,30,Limited tender,site preparation — Q3 — east wing,
T-07931,2024-03-30,Ministry of Justice,V-108,Unity MedTech,Medical equipment,133400,30,Open tender,diagnostic kits — Q1 — north wing,
T-07932,2025-11-30,Ministry of Public Works,V-195,Evergreen Movers,Transport,38300,90,Limited tender,fuel supply — phase 1,
T-07933,2025-11-30,Ministry of Justice,V-095,Drift Office Group,Office supplies,11900,30,Open tender,desk and shelving — annual contract,
T-07934,2025-03-05,Ministry of Health,V-076,Glacier Builders,Construction,7100,30,Simplified,office renovation — framework lot B,
T-07935,2025-10-08,Ministry of Health,V-160,Vertex Cargo,Transport,6300,30,Simplified,vehicle leasing — Q2 — south wing,
T-07936,2025-01-13,Ministry of Public Works,V-067,Meridian MedTech,Medical equipment,200300,60,Open tender,ICU monitors — Q2 — south wing,
T-07937,2025-09-19,Ministry of Public Works,V-018,Yara Construction,Construction,13600,45,Open tender,structural repairs — annual contract,
T-07938,2025-12-05,Ministry of Education,V-080,Apex Advisory,Consulting,51100,90,Single-source,risk assessment — phase 1,
T-07939,2024-07-13,Ministry of Digital Affairs,V-045,Bluefin Cargo,Transport,29000,30,Limited tender,delivery contract — Q3 — east wing,
T-07940,2024-04-01,Ministry of Public Works,V-043,Fortis Consulting,Consulting,27100,30,Limited tender,transformation programme — Q4 — west wing,
T-07941,2024-10-21,Ministry of Transport,V-138,Juno Transport,Transport,38800,30,Limited tender,delivery contract — Q3 — east wing,
T-07942,2024-07-02,Ministry of Public Works,V-040,Legacy Trading,Office supplies,14500,30,Open tender,stationery resupply — Q3 — east wing,
T-07943,2024-11-30,Ministry of Transport,V-153,Westwind Partners,Consulting,9600,30,Simplified,risk assessment — Q2 — south wing,
T-07944,2025-02-06,Ministry of Justice,V-042,Indigo Solutions,IT services,67000,30,Limited tender,endpoint refresh — annual contract,
T-07945,2024-12-21,Ministry of Transport,V-052,Acme Partners,Consulting,33400,30,Limited tender,compliance audit — Q1 — north wing,
T-07946,2025-01-30,Ministry of Digital Affairs,V-054,Trident Works,Construction,87200,30,Open tender,office renovation — Q4 — west wing,
T-07947,2024-12-08,Ministry of Public Works,V-058,Forge Supplies,Office supplies,6200,90,Limited tender,stationery resupply — Q4 — west wing,
T-07948,2024-09-27,Ministry of Transport,V-165,Lumen Cargo,Transport,14300,30,Open tender,vehicle leasing — framework lot B,
T-07949,2025-12-13,Ministry of Transport,V-055,Meridian Health Systems,Medical equipment,5800,30,Simplified,surgical instruments — phase 1,
T-07950,2024-10-05,Ministry of Public Works,V-145,Orion Stationery,Office supplies,8200,30,Simplified,desk and shelving — Q4 — west wing,
T-07951,2025-11-14,Ministry of Transport,V-144,Drift Software,IT services,10300,30,Limited tender,ERP rollout — Q1 — north wing,
T-07952,2025-07-08,Ministry of Transport,V-160,Vertex Cargo,Transport,9400,30,Limited tender,fuel supply — Q2 — south wing,
T-07953,2025-01-31,Ministry of Public Works,V-091,Keystone Engineering,Construction,28200,90,Limited tender,roof refurbishment — Q1 — north wing,
T-07954,2024-08-02,Ministry of Health,V-111,Trident Movers,Construction,158200,30,Single-source,structural repairs — framework lot A,
T-07955,2025-08-30,Ministry of Health,V-200,Ember Consulting,Consulting,24700,14,Open tender,strategy advisory — Q1 — north wing,
T-07956,2025-02-14,Ministry of Digital Affairs,V-055,Meridian Health Systems,Medical equipment,18900,60,Limited tender,diagnostic kits — Q4 — west wing,
T-07957,2024-12-31,Ministry of Public Works,V-150,Helios Contracting,Construction,39300,30,Limited tender,facade works — framework lot B,
T-07958,2024-10-31,Ministry of Transport,V-058,Forge Supplies,Office supplies,9600,30,Simplified,paper and toner order — phase 1,
T-07959,2025-07-06,Ministry of Public Works,V-033,Citadel Software,Office supplies,6600,30,Limited tender,ergonomic chairs batch — Q2 — south wing,
T-07960,2024-11-20,Ministry of Transport,V-076,Glacier Builders,Construction,182600,30,Open tender,office renovation — phase 1,
T-07961,2024-02-05,Ministry of Public Works,V-083,Delta Consulting,Consulting,19100,30,Open tender,compliance audit — framework lot B,
T-07962,2024-10-09,Ministry of Digital Affairs,V-129,Bluefin Solutions,IT services,87700,90,Limited tender,cloud migration — phase 2,
T-07963,2024-11-19,Ministry of Transport,V-195,Evergreen Movers,Transport,55100,30,Open tender,fuel supply — Q4 — west wing,
T-07964,2024-05-31,Ministry of Transport,V-045,Bluefin Cargo,Transport,17800,30,Limited tender,logistics services — Q1 — north wing,
T-07965,2024-11-03,Ministry of Digital Affairs,V-054,Trident Works,Construction,79100,45,Open tender,site preparation — Q2 — south wing,
T-07966,2024-04-23,Ministry of Justice,V-009,Ivory Movers,Transport,11300,30,Open tender,logistics services — Q4 — west wing,
T-07967,2025-03-23,Ministry of Transport,V-046,Yara Engineering,Construction,39900,30,Limited tender,structural repairs — Q3 — east wing,
T-07968,2024-02-29,Ministry of Digital Affairs,V-117,Xenon Software,Office supplies,6800,45,Simplified,printer cartridges — Q1 — north wing,
T-07969,2025-04-09,Ministry of Digital Affairs,V-047,Drift Care,Medical equipment,70800,30,Open tender,imaging consumables — Q4 — west wing,
T-07970,2024-09-24,Ministry of Justice,V-004,Ivory Logistics,Transport,6700,30,Simplified,delivery contract — Q2 — south wing,
T-07971,2025-03-17,Ministry of Public Works,V-154,Mosaic Group,Consulting,8800,30,Simplified,compliance audit — annual contract,
T-07972,2024-11-08,Ministry of Health,V-146,Meridian Engineering,Construction,109800,30,Open tender,facade works — Q2 — south wing,
T-07973,2025-09-22,Ministry of Digital Affairs,V-161,Helios Office Group,Office supplies,12600,60,Limited tender,printer cartridges — phase 1,
T-07974,2024-07-13,Ministry of Justice,V-100,Glacier Group,Consulting,11800,30,Limited tender,strategy advisory — Q1 — north wing,
T-07975,2024-10-24,Ministry of Transport,V-037,Drift Transport,Transport,8600,30,Simplified,delivery contract — annual contract,
T-07976,2025-04-06,Ministry of Education,V-056,Keystone Distributors,Office supplies,18300,30,Simplified,ergonomic chairs batch — Q3 — east wing,
T-07977,2024-02-12,Ministry of Justice,V-122,Helios Supplies,Office supplies,7800,60,Simplified,printer cartridges — annual contract,
T-07978,2025-10-25,Ministry of Transport,V-112,Evergreen Supplies,Office supplies,10700,60,Open tender,desk and shelving — phase 1,
T-07979,2024-12-30,Ministry of Health,V-055,Meridian Health Systems,Medical equipment,35400,60,Limited tender,surgical instruments — phase 2,
T-07980,2025-01-19,Ministry of Public Works,V-194,Orion Digital,IT services,233000,30,Open tender,ERP rollout — annual contract,
T-07981,2024-05-06,Ministry of Health,V-188,Quanta Advisory,Consulting,9500,45,Simplified,strategy advisory — phase 2,
T-07982,2025-09-19,Ministry of Education,V-091,Keystone Engineering,Construction,29200,14,Limited tender,office renovation — Q3 — east wing,
T-07983,2024-12-07,Ministry of Digital Affairs,V-119,Harbor Logistics,Transport,48400,30,Limited tender,delivery contract — phase 2,
T-07984,2024-05-15,Ministry of Transport,V-141,Pioneer Partners,Consulting,10700,30,Limited tender,transformation programme — phase 1,
T-07985,2025-05-24,Ministry of Justice,V-053,Lumen Care,Medical equipment,15100,14,Limited tender,ICU monitors — phase 2,
T-07986,2025-12-29,Ministry of Justice,V-043,Fortis Consulting,Consulting,18700,45,Limited tender,compliance audit — Q1 — north wing,
T-07987,2024-07-26,Ministry of Justice,V-109,Unity Systems,IT services,46600,14,Simplified,support contract — Q2 — south wing,
T-07988,2024-03-09,Ministry of Digital Affairs,V-142,Granite Digital,IT services,5100,30,Simplified,support contract — Q2 — south wing,
T-07989,2024-07-02,Ministry of Transport,V-082,Bluefin Trading,Office supplies,11700,45,Simplified,paper and toner order — phase 2,
T-07990,2025-10-20,Ministry of Education,V-016,Mosaic Office Group,Office supplies,19600,14,Limited tender,stationery resupply — framework lot A,
T-07991,2025-01-15,Ministry of Public Works,V-162,Trident Diagnostics,Medical equipment,178500,30,Open tender,diagnostic kits — annual contract,
T-07992,2025-03-03,Ministry of Transport,V-066,Bluefin Health Systems,Medical equipment,44600,60,Limited tender,surgical instruments — Q3 — east wing,
